=== SZIMULÁCIÓ INDUL ===
Variáns: Felgyorsított + fordított
Meccsek száma: 600
Játék 1/600 kész, eddig: Kezdő=1, Második=0, Döntetlen=0
Játék 375/600 kész, eddig: Kezdő=287, Második=84, Döntetlen=4
Játék 376/600 kész, eddig: Kezdő=287, Második=85, Döntetlen=4
Játék 377/600 kész, eddig: Kezdő=287, Második=85, Döntetlen=5
Játék 378/600 kész, eddig: Kezdő=287, Második=86, Döntetlen=5
Játék 379/600 kész, eddig: Kezdő=288, Második=86, Döntetlen=5
Játék 380/600 kész, eddig: Kezdő=289, Második=86, Döntetlen=5
Játék 381/600 kész, eddig: Kezdő=290, Második=86, Döntetlen=5
Játék 382/600 kész, eddig: Kezdő=290, Második=87, Döntetlen=5
Játék 383/600 kész, eddig: Kezdő=291, Második=87, Döntetlen=5
Játék 384/600 kész, eddig: Kezdő=292, Második=87, Döntetlen=5
Játék 385/600 kész, eddig: Kezdő=292, Második=88, Döntetlen=5
Játék 386/600 kész, eddig: Kezdő=292, Második=89, Döntetlen=5
Játék 387/600 kész, eddig: Kezdő=293, Második=89, Döntetlen=5
Játék 388/600 kész, eddig: Kezdő=293, Második=90, Döntetlen=5
Játék 389/600 kész, eddig: Kezdő=294, Második=90, Döntetlen=5
Játék 390/600 kész, eddig: Kezdő=294, Második=91, Döntetlen=5
Játék 391/600 kész, eddig: Kezdő=294, Második=92, Döntetlen=5
Játék 392/600 kész, eddig: Kezdő=294, Második=93, Döntetlen=5
Játék 393/600 kész, eddig: Kezdő=295, Második=93, Döntetlen=5
Játék 394/600 kész, eddig: Kezdő=296, Második=93, Döntetlen=5
Játék 395/600 kész, eddig: Kezdő=297, Második=93, Döntetlen=5
Játék 396/600 kész, eddig: Kezdő=298, Második=93, Döntetlen=5
Játék 397/600 kész, eddig: Kezdő=299, Második=93, Döntetlen=5
Játék 398/600 kész, eddig: Kezdő=299, Második=94, Döntetlen=5
Játék 399/600 kész, eddig: Kezdő=300, Második=94, Döntetlen=5
Játék 400/600 kész, eddig: Kezdő=301, Második=94, Döntetlen=5
Játék 401/600 kész, eddig: Kezdő=302, Második=94, Döntetlen=5
Játék 402/600 kész, eddig: Kezdő=303, Második=94, Döntetlen=5
Játék 403/600 kész, eddig: Kezdő=304, Második=94, Döntetlen=5
Játék 404/600 kész, eddig: Kezdő=305, Második=94, Döntetlen=5
Játék 405/600 kész, eddig: Kezdő=305, Második=95, Döntetlen=5
Játék 406/600 kész, eddig: Kezdő=306, Második=95, Döntetlen=5
Játék 407/600 kész, eddig: Kezdő=307, Második=95, Döntetlen=5
Játék 408/600 kész, eddig: Kezdő=308, Második=95, Döntetlen=5
Játék 409/600 kész, eddig: Kezdő=309, Második=95, Döntetlen=5
Játék 410/600 kész, eddig: Kezdő=310, Második=95, Döntetlen=5
Játék 411/600 kész, eddig: Kezdő=311, Második=95, Döntetlen=5
Játék 412/600 kész, eddig: Kezdő=312, Második=95, Döntetlen=5
Játék 413/600 kész, eddig: Kezdő=313, Második=95, Döntetlen=5
Játék 414/600 kész, eddig: Kezdő=313, Második=96, Döntetlen=5
Játék 415/600 kész, eddig: Kezdő=314, Második=96, Döntetlen=5
Játék 416/600 kész, eddig: Kezdő=315, Második=96, Döntetlen=5
Játék 417/600 kész, eddig: Kezdő=316, Második=96, Döntetlen=5
Játék 418/600 kész, eddig: Kezdő=316, Második=97, Döntetlen=5
Játék 419/600 kész, eddig: Kezdő=316, Második=98, Döntetlen=5
Játék 420/600 kész, eddig: Kezdő=316, Második=99, Döntetlen=5
Játék 421/600 kész, eddig: Kezdő=317, Második=99, Döntetlen=5
Játék 422/600 kész, eddig: Kezdő=318, Második=99, Döntetlen=5
Játék 423/600 kész, eddig: Kezdő=319, Második=99, Döntetlen=5
Játék 424/600 kész, eddig: Kezdő=319, Második=100, Döntetlen=5
Játék 425/600 kész, eddig: Kezdő=320, Második=100, Döntetlen=5
Játék 426/600 kész, eddig: Kezdő=321, Második=100, Döntetlen=5
Játék 427/600 kész, eddig: Kezdő=322, Második=100, Döntetlen=5
Játék 428/600 kész, eddig: Kezdő=322, Második=101, Döntetlen=5
Játék 429/600 kész, eddig: Kezdő=323, Második=101, Döntetlen=5
Játék 430/600 kész, eddig: Kezdő=324, Második=101, Döntetlen=5
Játék 431/600 kész, eddig: Kezdő=325, Második=101, Döntetlen=5
Játék 432/600 kész, eddig: Kezdő=326, Második=101, Döntetlen=5
Játék 433/600 kész, eddig: Kezdő=327, Második=101, Döntetlen=5
Játék 434/600 kész, eddig: Kezdő=328, Második=101, Döntetlen=5
Játék 435/600 kész, eddig: Kezdő=329, Második=101, Döntetlen=5
Játék 436/600 kész, eddig: Kezdő=330, Második=101, Döntetlen=5
Játék 437/600 kész, eddig: Kezdő=331, Második=101, Döntetlen=5
Játék 438/600 kész, eddig: Kezdő=332, Második=101, Döntetlen=5
Játék 439/600 kész, eddig: Kezdő=333, Második=101, Döntetlen=5
Játék 440/600 kész, eddig: Kezdő=334, Második=101, Döntetlen=5
Játék 441/600 kész, eddig: Kezdő=335, Második=101, Döntetlen=5
Játék 442/600 kész, eddig: Kezdő=336, Második=101, Döntetlen=5
Játék 443/600 kész, eddig: Kezdő=337, Második=101, Döntetlen=5
Játék 444/600 kész, eddig: Kezdő=338, Második=101, Döntetlen=5
Játék 445/600 kész, eddig: Kezdő=339, Második=101, Döntetlen=5
Játék 446/600 kész, eddig: Kezdő=339, Második=102, Döntetlen=5
Játék 447/600 kész, eddig: Kezdő=340, Második=102, Döntetlen=5
Játék 448/600 kész, eddig: Kezdő=341, Második=102, Döntetlen=5
Játék 449/600 kész, eddig: Kezdő=342, Második=102, Döntetlen=5
Játék 450/600 kész, eddig: Kezdő=343, Második=102, Döntetlen=5
Játék 451/600 kész, eddig: Kezdő=343, Második=103, Döntetlen=5
Játék 452/600 kész, eddig: Kezdő=343, Második=104, Döntetlen=5
Játék 453/600 kész, eddig: Kezdő=344, Második=104, Döntetlen=5
Játék 454/600 kész, eddig: Kezdő=345, Második=104, Döntetlen=5
Játék 455/600 kész, eddig: Kezdő=345, Második=105, Döntetlen=5
Játék 456/600 kész, eddig: Kezdő=346, Második=105, Döntetlen=5
Játék 457/600 kész, eddig: Kezdő=346, Második=106, Döntetlen=5
Játék 458/600 kész, eddig: Kezdő=347, Második=106, Döntetlen=5
Játék 459/600 kész, eddig: Kezdő=348, Második=106, Döntetlen=5
Játék 460/600 kész, eddig: Kezdő=348, Második=107, Döntetlen=5
Játék 461/600 kész, eddig: Kezdő=349, Második=107, Döntetlen=5
Játék 462/600 kész, eddig: Kezdő=350, Második=107, Döntetlen=5
Játék 463/600 kész, eddig: Kezdő=351, Második=107, Döntetlen=5
Játék 464/600 kész, eddig: Kezdő=352, Második=107, Döntetlen=5
Játék 465/600 kész, eddig: Kezdő=353, Második=107, Döntetlen=5
Játék 466/600 kész, eddig: Kezdő=354, Második=107, Döntetlen=5
Játék 467/600 kész, eddig: Kezdő=354, Második=108, Döntetlen=5
Játék 468/600 kész, eddig: Kezdő=354, Második=109, Döntetlen=5
Játék 469/600 kész, eddig: Kezdő=354, Második=110, Döntetlen=5
Játék 470/600 kész, eddig: Kezdő=355, Második=110, Döntetlen=5
Játék 471/600 kész, eddig: Kezdő=356, Második=110, Döntetlen=5
Játék 472/600 kész, eddig: Kezdő=356, Második=111, Döntetlen=5
Játék 473/600 kész, eddig: Kezdő=356, Második=112, Döntetlen=5
Játék 474/600 kész, eddig: Kezdő=356, Második=113, Döntetlen=5
Játék 475/600 kész, eddig: Kezdő=356, Második=114, Döntetlen=5
Játék 476/600 kész, eddig: Kezdő=356, Második=115, Döntetlen=5
Játék 477/600 kész, eddig: Kezdő=357, Második=115, Döntetlen=5
Játék 478/600 kész, eddig: Kezdő=358, Második=115, Döntetlen=5
Játék 479/600 kész, eddig: Kezdő=359, Második=115, Döntetlen=5
Játék 480/600 kész, eddig: Kezdő=359, Második=116, Döntetlen=5
Játék 481/600 kész, eddig: Kezdő=360, Második=116, Döntetlen=5
Játék 482/600 kész, eddig: Kezdő=361, Második=116, Döntetlen=5
Játék 483/600 kész, eddig: Kezdő=361, Második=117, Döntetlen=5
Játék 484/600 kész, eddig: Kezdő=361, Második=118, Döntetlen=5
Játék 485/600 kész, eddig: Kezdő=362, Második=118, Döntetlen=5
Játék 486/600 kész, eddig: Kezdő=363, Második=118, Döntetlen=5
Játék 487/600 kész, eddig: Kezdő=364, Második=118, Döntetlen=5
Játék 488/600 kész, eddig: Kezdő=365, Második=118, Döntetlen=5
Játék 489/600 kész, eddig: Kezdő=366, Második=118, Döntetlen=5
Játék 490/600 kész, eddig: Kezdő=367, Második=118, Döntetlen=5
Játék 491/600 kész, eddig: Kezdő=368, Második=118, Döntetlen=5
Játék 492/600 kész, eddig: Kezdő=369, Második=118, Döntetlen=5
Játék 493/600 kész, eddig: Kezdő=370, Második=118, Döntetlen=5
Játék 494/600 kész, eddig: Kezdő=370, Második=119, Döntetlen=5
Játék 495/600 kész, eddig: Kezdő=370, Második=120, Döntetlen=5
Játék 496/600 kész, eddig: Kezdő=371, Második=120, Döntetlen=5
Játék 497/600 kész, eddig: Kezdő=371, Második=121, Döntetlen=5
Játék 498/600 kész, eddig: Kezdő=372, Második=121, Döntetlen=5
Játék 499/600 kész, eddig: Kezdő=373, Második=121, Döntetlen=5
Játék 500/600 kész, eddig: Kezdő=374, Második=121, Döntetlen=5
Játék 501/600 kész, eddig: Kezdő=375, Második=121, Döntetlen=5
Játék 502/600 kész, eddig: Kezdő=376, Második=121, Döntetlen=5
Játék 503/600 kész, eddig: Kezdő=377, Második=121, Döntetlen=5
Játék 504/600 kész, eddig: Kezdő=378, Második=121, Döntetlen=5
Játék 505/600 kész, eddig: Kezdő=379, Második=121, Döntetlen=5
Játék 506/600 kész, eddig: Kezdő=379, Második=122, Döntetlen=5
Játék 507/600 kész, eddig: Kezdő=380, Második=122, Döntetlen=5
Játék 508/600 kész, eddig: Kezdő=381, Második=122, Döntetlen=5
Játék 509/600 kész, eddig: Kezdő=382, Második=122, Döntetlen=5
Játék 510/600 kész, eddig: Kezdő=383, Második=122, Döntetlen=5
Játék 511/600 kész, eddig: Kezdő=384, Második=122, Döntetlen=5
Játék 512/600 kész, eddig: Kezdő=385, Második=122, Döntetlen=5
Játék 513/600 kész, eddig: Kezdő=386, Második=122, Döntetlen=5
Játék 514/600 kész, eddig: Kezdő=387, Második=122, Döntetlen=5
Játék 515/600 kész, eddig: Kezdő=388, Második=122, Döntetlen=5
Játék 516/600 kész, eddig: Kezdő=389, Második=122, Döntetlen=5
Játék 517/600 kész, eddig: Kezdő=390, Második=122, Döntetlen=5
Játék 518/600 kész, eddig: Kezdő=391, Második=122, Döntetlen=5
Játék 519/600 kész, eddig: Kezdő=391, Második=123, Döntetlen=5
Játék 520/600 kész, eddig: Kezdő=392, Második=123, Döntetlen=5
Játék 521/600 kész, eddig: Kezdő=392, Második=124, Döntetlen=5
Játék 522/600 kész, eddig: Kezdő=393, Második=124, Döntetlen=5
Játék 523/600 kész, eddig: Kezdő=394, Második=124, Döntetlen=5
Játék 524/600 kész, eddig: Kezdő=395, Második=124, Döntetlen=5
Játék 525/600 kész, eddig: Kezdő=396, Második=124, Döntetlen=5
Játék 526/600 kész, eddig: Kezdő=397, Második=124, Döntetlen=5
Játék 527/600 kész, eddig: Kezdő=398, Második=124, Döntetlen=5
Játék 528/600 kész, eddig: Kezdő=399, Második=124, Döntetlen=5
Játék 529/600 kész, eddig: Kezdő=400, Második=124, Döntetlen=5
Játék 530/600 kész, eddig: Kezdő=401, Második=124, Döntetlen=5
Játék 531/600 kész, eddig: Kezdő=402, Második=124, Döntetlen=5
Játék 532/600 kész, eddig: Kezdő=403, Második=124, Döntetlen=5
Játék 533/600 kész, eddig: Kezdő=404, Második=124, Döntetlen=5
Játék 534/600 kész, eddig: Kezdő=405, Második=124, Döntetlen=5
Játék 535/600 kész, eddig: Kezdő=406, Második=124, Döntetlen=5
Játék 536/600 kész, eddig: Kezdő=407, Második=124, Döntetlen=5
Játék 537/600 kész, eddig: Kezdő=408, Második=124, Döntetlen=5
Játék 538/600 kész, eddig: Kezdő=408, Második=125, Döntetlen=5
Játék 539/600 kész, eddig: Kezdő=409, Második=125, Döntetlen=5
Játék 540/600 kész, eddig: Kezdő=410, Második=125, Döntetlen=5
Játék 541/600 kész, eddig: Kezdő=411, Második=125, Döntetlen=5
Játék 542/600 kész, eddig: Kezdő=411, Második=126, Döntetlen=5
Játék 543/600 kész, eddig: Kezdő=412, Második=126, Döntetlen=5
Játék 544/600 kész, eddig: Kezdő=412, Második=127, Döntetlen=5
Játék 545/600 kész, eddig: Kezdő=413, Második=127, Döntetlen=5
Játék 546/600 kész, eddig: Kezdő=413, Második=128, Döntetlen=5
Játék 547/600 kész, eddig: Kezdő=414, Második=128, Döntetlen=5
Játék 548/600 kész, eddig: Kezdő=415, Második=128, Döntetlen=5
Játék 549/600 kész, eddig: Kezdő=415, Második=129, Döntetlen=5
Játék 550/600 kész, eddig: Kezdő=416, Második=129, Döntetlen=5
Játék 551/600 kész, eddig: Kezdő=417, Második=129, Döntetlen=5
Játék 552/600 kész, eddig: Kezdő=418, Második=129, Döntetlen=5
Játék 553/600 kész, eddig: Kezdő=419, Második=129, Döntetlen=5
Játék 554/600 kész, eddig: Kezdő=419, Második=130, Döntetlen=5
Játék 555/600 kész, eddig: Kezdő=420, Második=130, Döntetlen=5
Játék 556/600 kész, eddig: Kezdő=421, Második=130, Döntetlen=5
Játék 557/600 kész, eddig: Kezdő=422, Második=130, Döntetlen=5
Játék 558/600 kész, eddig: Kezdő=422, Második=130, Döntetlen=6
Játék 559/600 kész, eddig: Kezdő=423, Második=130, Döntetlen=6
Játék 560/600 kész, eddig: Kezdő=424, Második=130, Döntetlen=6
Játék 561/600 kész, eddig: Kezdő=425, Második=130, Döntetlen=6
Játék 562/600 kész, eddig: Kezdő=426, Második=130, Döntetlen=6
Játék 563/600 kész, eddig: Kezdő=427, Második=130, Döntetlen=6
Játék 564/600 kész, eddig: Kezdő=428, Második=130, Döntetlen=6
Játék 565/600 kész, eddig: Kezdő=429, Második=130, Döntetlen=6
Játék 566/600 kész, eddig: Kezdő=429, Második=131, Döntetlen=6
Játék 567/600 kész, eddig: Kezdő=430, Második=131, Döntetlen=6
Játék 568/600 kész, eddig: Kezdő=431, Második=131, Döntetlen=6
Játék 569/600 kész, eddig: Kezdő=432, Második=131, Döntetlen=6
Játék 570/600 kész, eddig: Kezdő=433, Második=131, Döntetlen=6
Játék 571/600 kész, eddig: Kezdő=434, Második=131, Döntetlen=6
Játék 572/600 kész, eddig: Kezdő=435, Második=131, Döntetlen=6
Játék 573/600 kész, eddig: Kezdő=435, Második=132, Döntetlen=6
Játék 574/600 kész, eddig: Kezdő=436, Második=132, Döntetlen=6
Játék 575/600 kész, eddig: Kezdő=437, Második=132, Döntetlen=6
Játék 576/600 kész, eddig: Kezdő=437, Második=133, Döntetlen=6
Játék 577/600 kész, eddig: Kezdő=438, Második=133, Döntetlen=6
Játék 578/600 kész, eddig: Kezdő=439, Második=133, Döntetlen=6
Játék 579/600 kész, eddig: Kezdő=440, Második=133, Döntetlen=6
Játék 580/600 kész, eddig: Kezdő=441, Második=133, Döntetlen=6
Játék 581/600 kész, eddig: Kezdő=441, Második=134, Döntetlen=6
Játék 582/600 kész, eddig: Kezdő=442, Második=134, Döntetlen=6
Játék 583/600 kész, eddig: Kezdő=443, Második=134, Döntetlen=6
Játék 584/600 kész, eddig: Kezdő=444, Második=134, Döntetlen=6
Játék 585/600 kész, eddig: Kezdő=445, Második=134, Döntetlen=6
Játék 586/600 kész, eddig: Kezdő=446, Második=134, Döntetlen=6
Játék 587/600 kész, eddig: Kezdő=447, Második=134, Döntetlen=6
Játék 588/600 kész, eddig: Kezdő=447, Második=135, Döntetlen=6
Játék 589/600 kész, eddig: Kezdő=448, Második=135, Döntetlen=6
Játék 590/600 kész, eddig: Kezdő=449, Második=135, Döntetlen=6
Játék 591/600 kész, eddig: Kezdő=450, Második=135, Döntetlen=6
Játék 592/600 kész, eddig: Kezdő=451, Második=135, Döntetlen=6
Játék 593/600 kész, eddig: Kezdő=452, Második=135, Döntetlen=6
Játék 594/600 kész, eddig: Kezdő=453, Második=135, Döntetlen=6
Játék 595/600 kész, eddig: Kezdő=454, Második=135, Döntetlen=6
Játék 596/600 kész, eddig: Kezdő=455, Második=135, Döntetlen=6
Játék 597/600 kész, eddig: Kezdő=456, Második=135, Döntetlen=6
Játék 598/600 kész, eddig: Kezdő=456, Második=136, Döntetlen=6
Játék 599/600 kész, eddig: Kezdő=457, Második=136, Döntetlen=6
Játék 600/600 kész, eddig: Kezdő=457, Második=137, Döntetlen=6

=== SZIMULÁCIÓ KÉSZ ===
Variáns: Felgyorsított + fordított
Lejátszott meccsek: 600
Kezdő játékos győzelmek:    457
Második játékos győzelmek:  137
Döntetlenek:                6
Kezdő aránya:    76.17%
Második aránya:  22.83%
Döntetlen:       1.00%
