=== SZIMULÁCIÓ INDUL ===
Variáns: Felgyorsított + fordított
Meccsek száma: 1000
Játék 1/1000 kész, eddig: Kezdő=1, Második=0, Döntetlen=0
Játék 365/1000 kész, eddig: Kezdő=252, Második=109, Döntetlen=4
Játék 366/1000 kész, eddig: Kezdő=253, Második=109, Döntetlen=4
Játék 367/1000 kész, eddig: Kezdő=254, Második=109, Döntetlen=4
Játék 368/1000 kész, eddig: Kezdő=255, Második=109, Döntetlen=4
Játék 369/1000 kész, eddig: Kezdő=256, Második=109, Döntetlen=4
Játék 370/1000 kész, eddig: Kezdő=257, Második=109, Döntetlen=4
Játék 371/1000 kész, eddig: Kezdő=257, Második=110, Döntetlen=4
Játék 372/1000 kész, eddig: Kezdő=258, Második=110, Döntetlen=4
Játék 373/1000 kész, eddig: Kezdő=259, Második=110, Döntetlen=4
Játék 374/1000 kész, eddig: Kezdő=260, Második=110, Döntetlen=4
Játék 375/1000 kész, eddig: Kezdő=260, Második=111, Döntetlen=4
Játék 376/1000 kész, eddig: Kezdő=261, Második=111, Döntetlen=4
Játék 377/1000 kész, eddig: Kezdő=262, Második=111, Döntetlen=4
Játék 378/1000 kész, eddig: Kezdő=262, Második=112, Döntetlen=4
Játék 379/1000 kész, eddig: Kezdő=263, Második=112, Döntetlen=4
Játék 380/1000 kész, eddig: Kezdő=264, Második=112, Döntetlen=4
Játék 381/1000 kész, eddig: Kezdő=265, Második=112, Döntetlen=4
Játék 382/1000 kész, eddig: Kezdő=265, Második=113, Döntetlen=4
Játék 383/1000 kész, eddig: Kezdő=266, Második=113, Döntetlen=4
Játék 384/1000 kész, eddig: Kezdő=266, Második=114, Döntetlen=4
Játék 385/1000 kész, eddig: Kezdő=267, Második=114, Döntetlen=4
Játék 386/1000 kész, eddig: Kezdő=267, Második=115, Döntetlen=4
Játék 387/1000 kész, eddig: Kezdő=267, Második=116, Döntetlen=4
Játék 388/1000 kész, eddig: Kezdő=268, Második=116, Döntetlen=4
Játék 389/1000 kész, eddig: Kezdő=269, Második=116, Döntetlen=4
Játék 390/1000 kész, eddig: Kezdő=269, Második=117, Döntetlen=4
Játék 391/1000 kész, eddig: Kezdő=270, Második=117, Döntetlen=4
Játék 392/1000 kész, eddig: Kezdő=271, Második=117, Döntetlen=4
Játék 393/1000 kész, eddig: Kezdő=271, Második=118, Döntetlen=4
Játék 394/1000 kész, eddig: Kezdő=272, Második=118, Döntetlen=4
Játék 395/1000 kész, eddig: Kezdő=272, Második=119, Döntetlen=4
Játék 396/1000 kész, eddig: Kezdő=272, Második=120, Döntetlen=4
Játék 397/1000 kész, eddig: Kezdő=273, Második=120, Döntetlen=4
Játék 398/1000 kész, eddig: Kezdő=274, Második=120, Döntetlen=4
Játék 399/1000 kész, eddig: Kezdő=275, Második=120, Döntetlen=4
Játék 400/1000 kész, eddig: Kezdő=276, Második=120, Döntetlen=4
Játék 401/1000 kész, eddig: Kezdő=277, Második=120, Döntetlen=4
Játék 402/1000 kész, eddig: Kezdő=278, Második=120, Döntetlen=4
Játék 403/1000 kész, eddig: Kezdő=279, Második=120, Döntetlen=4
Játék 404/1000 kész, eddig: Kezdő=280, Második=120, Döntetlen=4
Játék 405/1000 kész, eddig: Kezdő=280, Második=121, Döntetlen=4
Játék 406/1000 kész, eddig: Kezdő=280, Második=122, Döntetlen=4
Játék 407/1000 kész, eddig: Kezdő=281, Második=122, Döntetlen=4
Játék 408/1000 kész, eddig: Kezdő=282, Második=122, Döntetlen=4
Játék 409/1000 kész, eddig: Kezdő=282, Második=123, Döntetlen=4
Játék 410/1000 kész, eddig: Kezdő=282, Második=124, Döntetlen=4
Játék 411/1000 kész, eddig: Kezdő=283, Második=124, Döntetlen=4
Játék 412/1000 kész, eddig: Kezdő=284, Második=124, Döntetlen=4
Játék 413/1000 kész, eddig: Kezdő=285, Második=124, Döntetlen=4
Játék 414/1000 kész, eddig: Kezdő=286, Második=124, Döntetlen=4
Játék 415/1000 kész, eddig: Kezdő=287, Második=124, Döntetlen=4
Játék 416/1000 kész, eddig: Kezdő=288, Második=124, Döntetlen=4
Játék 417/1000 kész, eddig: Kezdő=289, Második=124, Döntetlen=4
Játék 418/1000 kész, eddig: Kezdő=290, Második=124, Döntetlen=4
Játék 419/1000 kész, eddig: Kezdő=290, Második=125, Döntetlen=4
Játék 420/1000 kész, eddig: Kezdő=291, Második=125, Döntetlen=4
Játék 421/1000 kész, eddig: Kezdő=292, Második=125, Döntetlen=4
Játék 422/1000 kész, eddig: Kezdő=293, Második=125, Döntetlen=4
Játék 423/1000 kész, eddig: Kezdő=294, Második=125, Döntetlen=4
Játék 424/1000 kész, eddig: Kezdő=295, Második=125, Döntetlen=4
Játék 425/1000 kész, eddig: Kezdő=295, Második=126, Döntetlen=4
Játék 426/1000 kész, eddig: Kezdő=295, Második=127, Döntetlen=4
Játék 427/1000 kész, eddig: Kezdő=296, Második=127, Döntetlen=4
Játék 428/1000 kész, eddig: Kezdő=297, Második=127, Döntetlen=4
Játék 429/1000 kész, eddig: Kezdő=298, Második=127, Döntetlen=4
Játék 430/1000 kész, eddig: Kezdő=299, Második=127, Döntetlen=4
Játék 431/1000 kész, eddig: Kezdő=299, Második=128, Döntetlen=4
Játék 432/1000 kész, eddig: Kezdő=299, Második=129, Döntetlen=4
Játék 433/1000 kész, eddig: Kezdő=299, Második=130, Döntetlen=4
Játék 434/1000 kész, eddig: Kezdő=299, Második=131, Döntetlen=4
Játék 435/1000 kész, eddig: Kezdő=299, Második=132, Döntetlen=4
Játék 436/1000 kész, eddig: Kezdő=300, Második=132, Döntetlen=4
Játék 437/1000 kész, eddig: Kezdő=301, Második=132, Döntetlen=4
Játék 438/1000 kész, eddig: Kezdő=302, Második=132, Döntetlen=4
Játék 439/1000 kész, eddig: Kezdő=302, Második=133, Döntetlen=4
Játék 440/1000 kész, eddig: Kezdő=303, Második=133, Döntetlen=4
Játék 441/1000 kész, eddig: Kezdő=304, Második=133, Döntetlen=4
Játék 442/1000 kész, eddig: Kezdő=304, Második=134, Döntetlen=4
Játék 443/1000 kész, eddig: Kezdő=305, Második=134, Döntetlen=4
Játék 444/1000 kész, eddig: Kezdő=306, Második=134, Döntetlen=4
Játék 445/1000 kész, eddig: Kezdő=307, Második=134, Döntetlen=4
Játék 446/1000 kész, eddig: Kezdő=307, Második=135, Döntetlen=4
Játék 447/1000 kész, eddig: Kezdő=308, Második=135, Döntetlen=4
Játék 448/1000 kész, eddig: Kezdő=308, Második=136, Döntetlen=4
Játék 449/1000 kész, eddig: Kezdő=308, Második=137, Döntetlen=4
Játék 450/1000 kész, eddig: Kezdő=308, Második=138, Döntetlen=4
Játék 451/1000 kész, eddig: Kezdő=309, Második=138, Döntetlen=4
Játék 452/1000 kész, eddig: Kezdő=310, Második=138, Döntetlen=4
Játék 453/1000 kész, eddig: Kezdő=311, Második=138, Döntetlen=4
Játék 454/1000 kész, eddig: Kezdő=312, Második=138, Döntetlen=4
Játék 455/1000 kész, eddig: Kezdő=313, Második=138, Döntetlen=4
Játék 456/1000 kész, eddig: Kezdő=314, Második=138, Döntetlen=4
Játék 457/1000 kész, eddig: Kezdő=314, Második=139, Döntetlen=4
Játék 458/1000 kész, eddig: Kezdő=315, Második=139, Döntetlen=4
Játék 459/1000 kész, eddig: Kezdő=315, Második=139, Döntetlen=5
Játék 460/1000 kész, eddig: Kezdő=316, Második=139, Döntetlen=5
Játék 461/1000 kész, eddig: Kezdő=317, Második=139, Döntetlen=5
Játék 462/1000 kész, eddig: Kezdő=318, Második=139, Döntetlen=5
Játék 463/1000 kész, eddig: Kezdő=318, Második=140, Döntetlen=5
Játék 464/1000 kész, eddig: Kezdő=319, Második=140, Döntetlen=5
Játék 465/1000 kész, eddig: Kezdő=320, Második=140, Döntetlen=5
Játék 466/1000 kész, eddig: Kezdő=321, Második=140, Döntetlen=5
Játék 467/1000 kész, eddig: Kezdő=321, Második=141, Döntetlen=5
Játék 468/1000 kész, eddig: Kezdő=322, Második=141, Döntetlen=5
Játék 469/1000 kész, eddig: Kezdő=323, Második=141, Döntetlen=5
Játék 470/1000 kész, eddig: Kezdő=324, Második=141, Döntetlen=5
Játék 471/1000 kész, eddig: Kezdő=325, Második=141, Döntetlen=5
Játék 472/1000 kész, eddig: Kezdő=326, Második=141, Döntetlen=5
Játék 473/1000 kész, eddig: Kezdő=327, Második=141, Döntetlen=5
Játék 474/1000 kész, eddig: Kezdő=328, Második=141, Döntetlen=5
Játék 475/1000 kész, eddig: Kezdő=329, Második=141, Döntetlen=5
Játék 476/1000 kész, eddig: Kezdő=330, Második=141, Döntetlen=5
Játék 477/1000 kész, eddig: Kezdő=331, Második=141, Döntetlen=5
Játék 478/1000 kész, eddig: Kezdő=331, Második=142, Döntetlen=5
Játék 479/1000 kész, eddig: Kezdő=332, Második=142, Döntetlen=5
Játék 480/1000 kész, eddig: Kezdő=333, Második=142, Döntetlen=5
Játék 481/1000 kész, eddig: Kezdő=334, Második=142, Döntetlen=5
Játék 482/1000 kész, eddig: Kezdő=335, Második=142, Döntetlen=5
Játék 483/1000 kész, eddig: Kezdő=336, Második=142, Döntetlen=5
Játék 484/1000 kész, eddig: Kezdő=337, Második=142, Döntetlen=5
Játék 485/1000 kész, eddig: Kezdő=338, Második=142, Döntetlen=5
Játék 486/1000 kész, eddig: Kezdő=339, Második=142, Döntetlen=5
Játék 487/1000 kész, eddig: Kezdő=340, Második=142, Döntetlen=5
Játék 488/1000 kész, eddig: Kezdő=340, Második=143, Döntetlen=5
Játék 489/1000 kész, eddig: Kezdő=341, Második=143, Döntetlen=5
Játék 490/1000 kész, eddig: Kezdő=342, Második=143, Döntetlen=5
Játék 491/1000 kész, eddig: Kezdő=343, Második=143, Döntetlen=5
Játék 492/1000 kész, eddig: Kezdő=344, Második=143, Döntetlen=5
Játék 493/1000 kész, eddig: Kezdő=345, Második=143, Döntetlen=5
Játék 494/1000 kész, eddig: Kezdő=346, Második=143, Döntetlen=5
Játék 495/1000 kész, eddig: Kezdő=347, Második=143, Döntetlen=5
Játék 496/1000 kész, eddig: Kezdő=347, Második=144, Döntetlen=5
Játék 497/1000 kész, eddig: Kezdő=348, Második=144, Döntetlen=5
Játék 498/1000 kész, eddig: Kezdő=349, Második=144, Döntetlen=5
Játék 499/1000 kész, eddig: Kezdő=350, Második=144, Döntetlen=5
Játék 500/1000 kész, eddig: Kezdő=350, Második=145, Döntetlen=5
Játék 501/1000 kész, eddig: Kezdő=350, Második=146, Döntetlen=5
Játék 502/1000 kész, eddig: Kezdő=351, Második=146, Döntetlen=5
Játék 503/1000 kész, eddig: Kezdő=352, Második=146, Döntetlen=5
Játék 504/1000 kész, eddig: Kezdő=353, Második=146, Döntetlen=5
Játék 505/1000 kész, eddig: Kezdő=354, Második=146, Döntetlen=5
Játék 506/1000 kész, eddig: Kezdő=355, Második=146, Döntetlen=5
Játék 507/1000 kész, eddig: Kezdő=355, Második=147, Döntetlen=5
Játék 508/1000 kész, eddig: Kezdő=355, Második=148, Döntetlen=5
Játék 509/1000 kész, eddig: Kezdő=356, Második=148, Döntetlen=5
Játék 510/1000 kész, eddig: Kezdő=357, Második=148, Döntetlen=5
Játék 511/1000 kész, eddig: Kezdő=357, Második=149, Döntetlen=5
Játék 512/1000 kész, eddig: Kezdő=358, Második=149, Döntetlen=5
Játék 513/1000 kész, eddig: Kezdő=359, Második=149, Döntetlen=5
Játék 514/1000 kész, eddig: Kezdő=359, Második=150, Döntetlen=5
Játék 515/1000 kész, eddig: Kezdő=360, Második=150, Döntetlen=5
Játék 516/1000 kész, eddig: Kezdő=361, Második=150, Döntetlen=5
Játék 517/1000 kész, eddig: Kezdő=362, Második=150, Döntetlen=5
Játék 518/1000 kész, eddig: Kezdő=362, Második=151, Döntetlen=5
Játék 519/1000 kész, eddig: Kezdő=362, Második=152, Döntetlen=5
Játék 520/1000 kész, eddig: Kezdő=363, Második=152, Döntetlen=5
Játék 521/1000 kész, eddig: Kezdő=364, Második=152, Döntetlen=5
Játék 522/1000 kész, eddig: Kezdő=365, Második=152, Döntetlen=5
Játék 523/1000 kész, eddig: Kezdő=366, Második=152, Döntetlen=5
Játék 524/1000 kész, eddig: Kezdő=366, Második=153, Döntetlen=5
Játék 525/1000 kész, eddig: Kezdő=367, Második=153, Döntetlen=5
Játék 526/1000 kész, eddig: Kezdő=368, Második=153, Döntetlen=5
Játék 527/1000 kész, eddig: Kezdő=369, Második=153, Döntetlen=5
Játék 528/1000 kész, eddig: Kezdő=369, Második=154, Döntetlen=5
Játék 529/1000 kész, eddig: Kezdő=370, Második=154, Döntetlen=5
Játék 530/1000 kész, eddig: Kezdő=371, Második=154, Döntetlen=5
Játék 531/1000 kész, eddig: Kezdő=372, Második=154, Döntetlen=5
Játék 532/1000 kész, eddig: Kezdő=373, Második=154, Döntetlen=5
Játék 533/1000 kész, eddig: Kezdő=373, Második=155, Döntetlen=5
Játék 534/1000 kész, eddig: Kezdő=374, Második=155, Döntetlen=5
Játék 535/1000 kész, eddig: Kezdő=375, Második=155, Döntetlen=5
Játék 536/1000 kész, eddig: Kezdő=375, Második=156, Döntetlen=5
Játék 537/1000 kész, eddig: Kezdő=376, Második=156, Döntetlen=5
Játék 538/1000 kész, eddig: Kezdő=377, Második=156, Döntetlen=5
Játék 539/1000 kész, eddig: Kezdő=378, Második=156, Döntetlen=5
Játék 540/1000 kész, eddig: Kezdő=378, Második=157, Döntetlen=5
Játék 541/1000 kész, eddig: Kezdő=379, Második=157, Döntetlen=5
Játék 542/1000 kész, eddig: Kezdő=379, Második=158, Döntetlen=5
Játék 543/1000 kész, eddig: Kezdő=379, Második=159, Döntetlen=5
Játék 544/1000 kész, eddig: Kezdő=380, Második=159, Döntetlen=5
Játék 545/1000 kész, eddig: Kezdő=381, Második=159, Döntetlen=5
Játék 546/1000 kész, eddig: Kezdő=382, Második=159, Döntetlen=5
Játék 547/1000 kész, eddig: Kezdő=383, Második=159, Döntetlen=5
Játék 548/1000 kész, eddig: Kezdő=384, Második=159, Döntetlen=5
Játék 549/1000 kész, eddig: Kezdő=385, Második=159, Döntetlen=5
Játék 550/1000 kész, eddig: Kezdő=386, Második=159, Döntetlen=5
Játék 551/1000 kész, eddig: Kezdő=386, Második=160, Döntetlen=5
Játék 552/1000 kész, eddig: Kezdő=387, Második=160, Döntetlen=5
Játék 553/1000 kész, eddig: Kezdő=387, Második=161, Döntetlen=5
Játék 554/1000 kész, eddig: Kezdő=387, Második=162, Döntetlen=5
Játék 555/1000 kész, eddig: Kezdő=388, Második=162, Döntetlen=5
Játék 556/1000 kész, eddig: Kezdő=389, Második=162, Döntetlen=5
Játék 557/1000 kész, eddig: Kezdő=389, Második=163, Döntetlen=5
Játék 558/1000 kész, eddig: Kezdő=390, Második=163, Döntetlen=5
Játék 559/1000 kész, eddig: Kezdő=391, Második=163, Döntetlen=5
Játék 560/1000 kész, eddig: Kezdő=392, Második=163, Döntetlen=5
Játék 561/1000 kész, eddig: Kezdő=393, Második=163, Döntetlen=5
Játék 562/1000 kész, eddig: Kezdő=394, Második=163, Döntetlen=5
Játék 563/1000 kész, eddig: Kezdő=395, Második=163, Döntetlen=5
Játék 564/1000 kész, eddig: Kezdő=396, Második=163, Döntetlen=5
Játék 565/1000 kész, eddig: Kezdő=396, Második=164, Döntetlen=5
Játék 566/1000 kész, eddig: Kezdő=397, Második=164, Döntetlen=5
Játék 567/1000 kész, eddig: Kezdő=398, Második=164, Döntetlen=5
Játék 568/1000 kész, eddig: Kezdő=399, Második=164, Döntetlen=5
Játék 569/1000 kész, eddig: Kezdő=400, Második=164, Döntetlen=5
Játék 570/1000 kész, eddig: Kezdő=401, Második=164, Döntetlen=5
Játék 571/1000 kész, eddig: Kezdő=402, Második=164, Döntetlen=5
Játék 572/1000 kész, eddig: Kezdő=403, Második=164, Döntetlen=5
Játék 573/1000 kész, eddig: Kezdő=403, Második=164, Döntetlen=6
Játék 574/1000 kész, eddig: Kezdő=403, Második=165, Döntetlen=6
Játék 575/1000 kész, eddig: Kezdő=404, Második=165, Döntetlen=6
Játék 576/1000 kész, eddig: Kezdő=405, Második=165, Döntetlen=6
Játék 577/1000 kész, eddig: Kezdő=406, Második=165, Döntetlen=6
Játék 578/1000 kész, eddig: Kezdő=406, Második=166, Döntetlen=6
Játék 579/1000 kész, eddig: Kezdő=406, Második=167, Döntetlen=6
Játék 580/1000 kész, eddig: Kezdő=407, Második=167, Döntetlen=6
Játék 581/1000 kész, eddig: Kezdő=407, Második=168, Döntetlen=6
Játék 582/1000 kész, eddig: Kezdő=408, Második=168, Döntetlen=6
Játék 583/1000 kész, eddig: Kezdő=409, Második=168, Döntetlen=6
Játék 584/1000 kész, eddig: Kezdő=410, Második=168, Döntetlen=6
Játék 585/1000 kész, eddig: Kezdő=411, Második=168, Döntetlen=6
Játék 586/1000 kész, eddig: Kezdő=412, Második=168, Döntetlen=6
Játék 587/1000 kész, eddig: Kezdő=413, Második=168, Döntetlen=6
Játék 588/1000 kész, eddig: Kezdő=414, Második=168, Döntetlen=6
Játék 589/1000 kész, eddig: Kezdő=414, Második=169, Döntetlen=6
Játék 590/1000 kész, eddig: Kezdő=415, Második=169, Döntetlen=6
Játék 591/1000 kész, eddig: Kezdő=416, Második=169, Döntetlen=6
Játék 592/1000 kész, eddig: Kezdő=417, Második=169, Döntetlen=6
Játék 593/1000 kész, eddig: Kezdő=418, Második=169, Döntetlen=6
Játék 594/1000 kész, eddig: Kezdő=418, Második=170, Döntetlen=6
Játék 595/1000 kész, eddig: Kezdő=419, Második=170, Döntetlen=6
Játék 596/1000 kész, eddig: Kezdő=419, Második=171, Döntetlen=6
Játék 597/1000 kész, eddig: Kezdő=419, Második=172, Döntetlen=6
Játék 598/1000 kész, eddig: Kezdő=419, Második=173, Döntetlen=6
Játék 599/1000 kész, eddig: Kezdő=419, Második=174, Döntetlen=6
Játék 600/1000 kész, eddig: Kezdő=419, Második=174, Döntetlen=7
Játék 601/1000 kész, eddig: Kezdő=420, Második=174, Döntetlen=7
Játék 602/1000 kész, eddig: Kezdő=421, Második=174, Döntetlen=7
Játék 603/1000 kész, eddig: Kezdő=421, Második=175, Döntetlen=7
Játék 604/1000 kész, eddig: Kezdő=422, Második=175, Döntetlen=7
Játék 605/1000 kész, eddig: Kezdő=423, Második=175, Döntetlen=7
Játék 606/1000 kész, eddig: Kezdő=424, Második=175, Döntetlen=7
Játék 607/1000 kész, eddig: Kezdő=425, Második=175, Döntetlen=7
Játék 608/1000 kész, eddig: Kezdő=426, Második=175, Döntetlen=7
Játék 609/1000 kész, eddig: Kezdő=427, Második=175, Döntetlen=7
Játék 610/1000 kész, eddig: Kezdő=428, Második=175, Döntetlen=7
Játék 611/1000 kész, eddig: Kezdő=429, Második=175, Döntetlen=7
Játék 612/1000 kész, eddig: Kezdő=429, Második=176, Döntetlen=7
Játék 613/1000 kész, eddig: Kezdő=430, Második=176, Döntetlen=7
Játék 614/1000 kész, eddig: Kezdő=431, Második=176, Döntetlen=7
Játék 615/1000 kész, eddig: Kezdő=432, Második=176, Döntetlen=7
Játék 616/1000 kész, eddig: Kezdő=433, Második=176, Döntetlen=7
Játék 617/1000 kész, eddig: Kezdő=433, Második=177, Döntetlen=7
Játék 618/1000 kész, eddig: Kezdő=433, Második=178, Döntetlen=7
Játék 619/1000 kész, eddig: Kezdő=433, Második=179, Döntetlen=7
Játék 620/1000 kész, eddig: Kezdő=433, Második=180, Döntetlen=7
Játék 621/1000 kész, eddig: Kezdő=434, Második=180, Döntetlen=7
Játék 622/1000 kész, eddig: Kezdő=435, Második=180, Döntetlen=7
Játék 623/1000 kész, eddig: Kezdő=435, Második=181, Döntetlen=7
Játék 624/1000 kész, eddig: Kezdő=435, Második=181, Döntetlen=8
Játék 625/1000 kész, eddig: Kezdő=436, Második=181, Döntetlen=8
Játék 626/1000 kész, eddig: Kezdő=437, Második=181, Döntetlen=8
Játék 627/1000 kész, eddig: Kezdő=438, Második=181, Döntetlen=8
Játék 628/1000 kész, eddig: Kezdő=439, Második=181, Döntetlen=8
Játék 629/1000 kész, eddig: Kezdő=440, Második=181, Döntetlen=8
Játék 630/1000 kész, eddig: Kezdő=441, Második=181, Döntetlen=8
Játék 631/1000 kész, eddig: Kezdő=441, Második=182, Döntetlen=8
Játék 632/1000 kész, eddig: Kezdő=442, Második=182, Döntetlen=8
Játék 633/1000 kész, eddig: Kezdő=442, Második=183, Döntetlen=8
Játék 634/1000 kész, eddig: Kezdő=442, Második=184, Döntetlen=8
Játék 635/1000 kész, eddig: Kezdő=442, Második=185, Döntetlen=8
Játék 636/1000 kész, eddig: Kezdő=443, Második=185, Döntetlen=8
Játék 637/1000 kész, eddig: Kezdő=444, Második=185, Döntetlen=8
Játék 638/1000 kész, eddig: Kezdő=445, Második=185, Döntetlen=8
Játék 639/1000 kész, eddig: Kezdő=446, Második=185, Döntetlen=8
Játék 640/1000 kész, eddig: Kezdő=447, Második=185, Döntetlen=8
Játék 641/1000 kész, eddig: Kezdő=448, Második=185, Döntetlen=8
Játék 642/1000 kész, eddig: Kezdő=449, Második=185, Döntetlen=8
Játék 643/1000 kész, eddig: Kezdő=450, Második=185, Döntetlen=8
Játék 644/1000 kész, eddig: Kezdő=451, Második=185, Döntetlen=8
Játék 645/1000 kész, eddig: Kezdő=452, Második=185, Döntetlen=8
Játék 646/1000 kész, eddig: Kezdő=453, Második=185, Döntetlen=8
Játék 647/1000 kész, eddig: Kezdő=454, Második=185, Döntetlen=8
Játék 648/1000 kész, eddig: Kezdő=454, Második=186, Döntetlen=8
Játék 649/1000 kész, eddig: Kezdő=455, Második=186, Döntetlen=8
Játék 650/1000 kész, eddig: Kezdő=455, Második=187, Döntetlen=8
Játék 651/1000 kész, eddig: Kezdő=456, Második=187, Döntetlen=8
Játék 652/1000 kész, eddig: Kezdő=456, Második=187, Döntetlen=9
Játék 653/1000 kész, eddig: Kezdő=457, Második=187, Döntetlen=9
Játék 654/1000 kész, eddig: Kezdő=458, Második=187, Döntetlen=9
Játék 655/1000 kész, eddig: Kezdő=459, Második=187, Döntetlen=9
Játék 656/1000 kész, eddig: Kezdő=459, Második=188, Döntetlen=9
Játék 657/1000 kész, eddig: Kezdő=460, Második=188, Döntetlen=9
Játék 658/1000 kész, eddig: Kezdő=460, Második=189, Döntetlen=9
Játék 659/1000 kész, eddig: Kezdő=461, Második=189, Döntetlen=9
Játék 660/1000 kész, eddig: Kezdő=462, Második=189, Döntetlen=9
Játék 661/1000 kész, eddig: Kezdő=463, Második=189, Döntetlen=9
Játék 662/1000 kész, eddig: Kezdő=464, Második=189, Döntetlen=9
Játék 663/1000 kész, eddig: Kezdő=465, Második=189, Döntetlen=9
Játék 664/1000 kész, eddig: Kezdő=465, Második=190, Döntetlen=9
Játék 665/1000 kész, eddig: Kezdő=465, Második=191, Döntetlen=9
Játék 666/1000 kész, eddig: Kezdő=466, Második=191, Döntetlen=9
Játék 667/1000 kész, eddig: Kezdő=467, Második=191, Döntetlen=9
Játék 668/1000 kész, eddig: Kezdő=468, Második=191, Döntetlen=9
Játék 669/1000 kész, eddig: Kezdő=469, Második=191, Döntetlen=9
Játék 670/1000 kész, eddig: Kezdő=469, Második=192, Döntetlen=9
Játék 671/1000 kész, eddig: Kezdő=470, Második=192, Döntetlen=9
Játék 672/1000 kész, eddig: Kezdő=471, Második=192, Döntetlen=9
Játék 673/1000 kész, eddig: Kezdő=471, Második=193, Döntetlen=9
Játék 674/1000 kész, eddig: Kezdő=471, Második=194, Döntetlen=9
Játék 675/1000 kész, eddig: Kezdő=472, Második=194, Döntetlen=9
Játék 676/1000 kész, eddig: Kezdő=473, Második=194, Döntetlen=9
Játék 677/1000 kész, eddig: Kezdő=473, Második=195, Döntetlen=9
Játék 678/1000 kész, eddig: Kezdő=473, Második=196, Döntetlen=9
Játék 679/1000 kész, eddig: Kezdő=474, Második=196, Döntetlen=9
Játék 680/1000 kész, eddig: Kezdő=474, Második=196, Döntetlen=10
Játék 681/1000 kész, eddig: Kezdő=474, Második=197, Döntetlen=10
Játék 682/1000 kész, eddig: Kezdő=474, Második=198, Döntetlen=10
Játék 683/1000 kész, eddig: Kezdő=474, Második=199, Döntetlen=10
Játék 684/1000 kész, eddig: Kezdő=475, Második=199, Döntetlen=10
Játék 685/1000 kész, eddig: Kezdő=476, Második=199, Döntetlen=10
Játék 686/1000 kész, eddig: Kezdő=477, Második=199, Döntetlen=10
Játék 687/1000 kész, eddig: Kezdő=478, Második=199, Döntetlen=10
Játék 688/1000 kész, eddig: Kezdő=478, Második=200, Döntetlen=10
Játék 689/1000 kész, eddig: Kezdő=479, Második=200, Döntetlen=10
Játék 690/1000 kész, eddig: Kezdő=480, Második=200, Döntetlen=10
Játék 691/1000 kész, eddig: Kezdő=480, Második=201, Döntetlen=10
Játék 692/1000 kész, eddig: Kezdő=480, Második=202, Döntetlen=10
Játék 693/1000 kész, eddig: Kezdő=481, Második=202, Döntetlen=10
Játék 694/1000 kész, eddig: Kezdő=482, Második=202, Döntetlen=10
Játék 695/1000 kész, eddig: Kezdő=483, Második=202, Döntetlen=10
Játék 696/1000 kész, eddig: Kezdő=484, Második=202, Döntetlen=10
Játék 697/1000 kész, eddig: Kezdő=485, Második=202, Döntetlen=10
Játék 698/1000 kész, eddig: Kezdő=485, Második=203, Döntetlen=10
Játék 699/1000 kész, eddig: Kezdő=485, Második=204, Döntetlen=10
Játék 700/1000 kész, eddig: Kezdő=485, Második=205, Döntetlen=10
Játék 701/1000 kész, eddig: Kezdő=485, Második=206, Döntetlen=10
Játék 702/1000 kész, eddig: Kezdő=486, Második=206, Döntetlen=10
Játék 703/1000 kész, eddig: Kezdő=486, Második=206, Döntetlen=11
Játék 704/1000 kész, eddig: Kezdő=487, Második=206, Döntetlen=11
Játék 705/1000 kész, eddig: Kezdő=487, Második=207, Döntetlen=11
Játék 706/1000 kész, eddig: Kezdő=488, Második=207, Döntetlen=11
Játék 707/1000 kész, eddig: Kezdő=489, Második=207, Döntetlen=11
Játék 708/1000 kész, eddig: Kezdő=490, Második=207, Döntetlen=11
Játék 709/1000 kész, eddig: Kezdő=491, Második=207, Döntetlen=11
Játék 710/1000 kész, eddig: Kezdő=492, Második=207, Döntetlen=11
Játék 711/1000 kész, eddig: Kezdő=492, Második=208, Döntetlen=11
Játék 712/1000 kész, eddig: Kezdő=493, Második=208, Döntetlen=11
Játék 713/1000 kész, eddig: Kezdő=493, Második=209, Döntetlen=11
Játék 714/1000 kész, eddig: Kezdő=494, Második=209, Döntetlen=11
Játék 715/1000 kész, eddig: Kezdő=495, Második=209, Döntetlen=11
Játék 716/1000 kész, eddig: Kezdő=496, Második=209, Döntetlen=11
Játék 717/1000 kész, eddig: Kezdő=497, Második=209, Döntetlen=11
Játék 718/1000 kész, eddig: Kezdő=498, Második=209, Döntetlen=11
Játék 719/1000 kész, eddig: Kezdő=499, Második=209, Döntetlen=11
Játék 720/1000 kész, eddig: Kezdő=500, Második=209, Döntetlen=11
Játék 721/1000 kész, eddig: Kezdő=501, Második=209, Döntetlen=11
Játék 722/1000 kész, eddig: Kezdő=502, Második=209, Döntetlen=11
Játék 723/1000 kész, eddig: Kezdő=503, Második=209, Döntetlen=11
Játék 724/1000 kész, eddig: Kezdő=504, Második=209, Döntetlen=11
Játék 725/1000 kész, eddig: Kezdő=505, Második=209, Döntetlen=11
Játék 726/1000 kész, eddig: Kezdő=506, Második=209, Döntetlen=11
Játék 727/1000 kész, eddig: Kezdő=507, Második=209, Döntetlen=11
Játék 728/1000 kész, eddig: Kezdő=508, Második=209, Döntetlen=11
Játék 729/1000 kész, eddig: Kezdő=509, Második=209, Döntetlen=11
Játék 730/1000 kész, eddig: Kezdő=510, Második=209, Döntetlen=11
